dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate,cash_rate_PreviousSettlement
2026-07-29,2026-07-21,2026-07-21,95.655,95.645,0,0,-0.01,-0.01,95.645,96.075,95.645,95.645,95.65,239,239,962344067,IBN2026,2026-07-01,2026-07-21,2026-07-21T23:32:23Z,4.355000000000004,4.349999999999994
2026-08-29,2026-07-21,2026-07-21,95.625,95.61,0.005000000000009663,0.005229578495983332,0,0,95.61500000000001,96.15,95.60000000000001,95.61500000000001,95.62,683,683,969160575,IBQ2026,2026-08-01,2026-07-21,2026-07-21T23:32:23Z,4.384999999999991,4.3799999999999955
2026-09-28,2026-07-21,2026-07-21,95.605,95.595,0.020000000000010232,0.020924879681952533,0.005,0.005,95.60000000000001,96.86500000000001,95.52,95.60000000000001,95.595,720,720,976225343,IBU2026,2026-09-01,2026-07-21,2026-07-21T23:32:23Z,4.3999999999999915,4.405000000000001
2026-10-28,2026-07-21,2026-07-21,95.57000000000001,95.555,0.005000000000009663,0.005231767291001008,0.025,0.026000000000000002,95.575,96.86500000000001,95.555,95.575,95.57000000000001,1,1,983956682,IBV2026,2026-10-01,2026-07-21,2026-07-21T23:32:23Z,4.424999999999997,4.429999999999993
2026-11-28,2026-07-20,2026-07-21,95.5,95.47500000000001,-0.025000000000005684,-0.026175269605282884,-0.015,-0.016,95.485,96.86500000000001,95.485,95.485,95.495,0,0,990482019,IBX2026,2026-11-01,2026-07-21,2026-07-21T23:32:23Z,4.5049999999999955,4.5049999999999955
2026-12-29,2026-06-05,2026-07-21,95.48,95.455,-0.030000000000001137,-0.03141361256544622,0.015,0.016,95.47,96.86500000000001,95.435,95.47,95.48,0,0,996839036,IBZ2026,2026-12-01,2026-07-21,2026-07-21T23:32:23Z,4.519999999999996,4.519999999999996
2027-01-27,2026-05-18,2026-07-21,95.48,95.45,-0.25,-0.2617801047120419,-0.01,-0.01,95.25,95.27,95.25,95.25,95.47,0,0,1004041830,IBF2027,2027-01-01,2026-07-21,2026-07-21T23:32:23Z,4.530000000000001,4.530000000000001
2027-02-24,2026-07-17,2026-07-21,95.47,95.44,-0.015000000000000568,-0.015705983979896938,-0.01,-0.01,95.49,95.52,95.48,95.49,95.465,0,0,1010033436,IBG2027,2027-02-01,2026-07-21,2026-07-21T23:32:23Z,4.534999999999997,4.534999999999997
2027-03-29,NA,2026-07-21,95.465,95.435,NA,0,NA,NA,NA,NA,NA,NA,95.465,0,0,1016946091,IBH2027,2027-03-01,2026-07-21,2026-07-21T23:32:23Z,4.534999999999997,4.534999999999997
2027-04-28,NA,2026-07-21,95.47,95.44,NA,0,NA,NA,NA,NA,NA,NA,95.47500000000001,0,0,1026315950,IBJ2027,2027-04-01,2026-07-21,2026-07-21T23:32:23Z,4.5249999999999915,4.5249999999999915
2027-05-29,2026-06-10,2026-07-21,95.49,95.47500000000001,-0.03499999999999659,-0.03663195352974681,0.06,0.063,95.51,95.51,95.51,95.51,95.495,0,0,1033478754,IBK2027,2027-05-01,2026-07-21,2026-07-21T23:32:23Z,4.5049999999999955,4.5049999999999955
2027-06-28,NA,2026-07-21,95.49,95.46000000000001,NA,0,NA,NA,NA,NA,NA,NA,95.495,0,0,1041047069,IBM2027,2027-06-01,2026-07-21,2026-07-21T23:32:23Z,4.5049999999999955,4.5049999999999955
2027-07-28,NA,2026-07-21,95.495,95.465,NA,0,NA,NA,NA,NA,NA,NA,95.5,0,0,1048381155,IBN2027,2027-07-01,2026-07-21,2026-07-21T23:32:23Z,4.5,4.5
2027-08-29,NA,2026-07-21,95.51,95.48,NA,0,NA,NA,NA,NA,NA,NA,95.515,0,0,1056394462,IBQ2027,2027-08-01,2026-07-21,2026-07-21T23:32:23Z,4.484999999999999,4.484999999999999
2027-09-28,NA,2026-07-21,95.525,95.495,NA,0,NA,NA,NA,NA,NA,NA,95.53,0,0,1065438498,IBU2027,2027-09-01,2026-07-21,2026-07-21T23:32:23Z,4.469999999999999,4.469999999999999
2027-10-27,2026-06-17,2026-07-21,95.54,95.51,0.12000000000000455,0.12549675800042306,0.05,0.052000000000000005,95.74000000000001,95.74000000000001,95.74000000000001,95.74000000000001,95.555,0,0,1073003941,IBV2027,2027-10-01,2026-07-21,2026-07-21T23:32:23Z,4.444999999999993,4.444999999999993
2027-11-28,NA,2026-07-21,95.565,95.535,NA,0,NA,NA,NA,NA,NA,NA,95.58,0,0,1081768076,IBX2027,2027-11-01,2026-07-21,2026-07-21T23:32:23Z,4.420000000000002,4.420000000000002
2027-12-29,NA,2026-07-21,95.58,95.55,NA,0,NA,NA,NA,NA,NA,NA,95.595,0,0,1089939586,IBZ2027,2027-12-01,2026-07-21,2026-07-21T23:32:23Z,4.405000000000001,4.405000000000001
