dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate,cash_rate_PreviousSettlement
2026-06-28,2026-06-24,2026-06-24,95.655,95.65,0,0,0,0,95.655,96.97500000000001,95.655,95.655,95.655,292,381,955528239,IBM2026,2026-06-01,2026-06-24,2026-06-24T11:32:11Z,4.344999999999999,4.344999999999999
2026-07-29,2026-06-24,2026-06-24,95.655,95.65,0,0,-0.005,-0.005,95.65,96.075,95.65,95.65,95.655,300,389,962344067,IBN2026,2026-07-01,2026-06-24,2026-06-24T11:32:11Z,4.349999999999994,4.344999999999999
2026-08-29,2026-06-24,2026-06-24,95.605,95.58500000000001,-0.0049999999999954525,-0.00522985199518378,-0.005,-0.005,95.60000000000001,96.15,95.60000000000001,95.60000000000001,95.60000000000001,40,40,969160575,IBQ2026,2026-08-01,2026-06-24,2026-06-24T11:32:11Z,4.3999999999999915,4.3999999999999915
2026-09-28,2026-06-24,2026-06-24,95.58500000000001,95.57000000000001,-0.0049999999999954525,-0.005230946278176966,-0.005,-0.005,95.58,96.86500000000001,95.52,95.58,95.575,531,531,976225343,IBU2026,2026-09-01,2026-06-24,2026-06-24T11:32:11Z,4.420000000000002,4.424999999999997
2026-10-28,2026-06-24,2026-06-24,NA,NA,-0.014999999999986358,-0.015695301872958416,-0.005,-0.005,95.555,96.86500000000001,95.555,95.555,95.55,151,151,983956682,IBV2026,2026-10-01,2026-06-24,2026-06-24T11:32:11Z,4.444999999999993,4.450000000000003
2026-11-28,2026-06-16,2026-06-24,NA,NA,-0.03499999999999659,-0.03663195352974681,-0.02,-0.021,95.51,96.86500000000001,95.51,95.51,95.525,0,0,990482019,IBX2026,2026-11-01,2026-06-24,2026-06-24T11:32:11Z,4.474999999999994,4.474999999999994
2026-12-29,2026-06-05,2026-06-24,NA,NA,-0.06499999999999773,-0.06803789187208639,0.015,0.016,95.47,96.86500000000001,95.435,95.47,95.51,0,0,996839036,IBZ2026,2026-12-01,2026-06-24,2026-06-24T11:32:11Z,4.489999999999995,4.489999999999995
2027-01-27,2026-05-18,2026-06-24,NA,NA,-0.2849999999999966,-0.2983199874391549,-0.01,-0.01,95.25,95.27,95.25,95.25,95.51,0,0,1004041830,IBF2027,2027-01-01,2026-06-24,2026-06-24T11:32:11Z,4.489999999999995,4.489999999999995
2027-02-24,2026-06-23,2026-06-24,NA,NA,-0.025000000000005684,-0.02616568109268479,0.025,0.026000000000000002,95.52,95.52,95.51,95.52,95.515,0,0,1010033436,IBG2027,2027-02-01,2026-06-24,2026-06-24T11:32:11Z,4.484999999999999,4.484999999999999
2027-03-29,NA,2026-06-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.525,0,0,1016946091,IBH2027,2027-03-01,2026-06-24,2026-06-24T11:32:11Z,4.474999999999994,4.474999999999994
2027-04-28,NA,2026-06-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.55,0,0,1026315950,IBJ2027,2027-04-01,2026-06-24,2026-06-24T11:32:11Z,4.450000000000003,4.450000000000003
2027-05-29,2026-06-10,2026-06-24,NA,NA,-0.0899999999999892,-0.09414225941421465,0.06,0.063,95.51,95.51,95.51,95.51,95.58,0,0,1033478754,IBK2027,2027-05-01,2026-06-24,2026-06-24T11:32:11Z,4.420000000000002,4.420000000000002
2027-06-28,NA,2026-06-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.595,0,0,1041047069,IBM2027,2027-06-01,2026-06-24,2026-06-24T11:32:11Z,4.405000000000001,4.405000000000001
2027-07-28,NA,2026-06-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.625,0,0,1048381155,IBN2027,2027-07-01,2026-06-24,2026-06-24T11:32:11Z,4.375,4.375
2027-08-29,NA,2026-06-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.655,0,0,1056394462,IBQ2027,2027-08-01,2026-06-24,2026-06-24T11:32:11Z,4.344999999999999,4.344999999999999
2027-09-28,NA,2026-06-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.685,0,0,1065438498,IBU2027,2027-09-01,2026-06-24,2026-06-24T11:32:11Z,4.314999999999998,4.314999999999998
2027-10-27,2026-06-17,2026-06-24,NA,NA,1.4210854715202004e-14,1.484317392438062e-14,0.05,0.052000000000000005,95.74000000000001,95.74000000000001,95.74000000000001,95.74000000000001,95.71000000000001,0,0,1073003941,IBV2027,2027-10-01,2026-06-24,2026-06-24T11:32:11Z,4.289999999999992,4.289999999999992
2027-11-28,NA,2026-06-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,95.74000000000001,0,0,1081768076,IBX2027,2027-11-01,2026-06-24,2026-06-24T11:32:11Z,4.259999999999991,4.259999999999991
