date,cash_rate,scrape_date,scrape_time
2025-05-01,3.9950000000000045,2025-05-08,2025-05-09T05:28:05Z
2025-06-01,3.825000000000003,2025-05-08,2025-05-09T05:28:05Z
2025-07-01,3.719999999999999,2025-05-08,2025-05-09T05:28:05Z
2025-08-01,3.539999999999992,2025-05-08,2025-05-09T05:28:05Z
2025-09-01,3.450000000000003,2025-05-08,2025-05-09T05:28:05Z
2025-10-01,3.280000000000001,2025-05-08,2025-05-09T05:28:05Z
2025-11-01,3.1700000000000017,2025-05-08,2025-05-09T05:28:05Z
2025-12-01,3,2025-05-08,2025-05-09T05:28:05Z
2026-01-01,3.039999999999992,2025-05-08,2025-05-09T05:28:05Z
2026-02-01,3.049999999999997,2025-05-08,2025-05-09T05:28:05Z
2026-03-01,NA,2025-05-08,2025-05-09T05:28:05Z
2026-04-01,NA,2025-05-08,2025-05-09T05:28:05Z
2026-05-01,NA,2025-05-08,2025-05-09T05:28:05Z
2026-06-01,NA,2025-05-08,2025-05-09T05:28:05Z
2026-07-01,NA,2025-05-08,2025-05-09T05:28:05Z
2026-08-01,NA,2025-05-08,2025-05-09T05:28:05Z
2026-09-01,NA,2025-05-08,2025-05-09T05:28:05Z
2026-10-01,NA,2025-05-08,2025-05-09T05:28:05Z
