dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-10-29,2025-10-27,2025-10-28,96.405,96.4,-0.0049999999999954525,-0.005186452984798975,-0.005,-0.005,96.4,97.09,96.4,96.4,96.405,500,500,881982000,IBV2025,2025-10-01,2025-10-28,2025-10-28T05:46:20Z,3.594999999999999
2025-11-26,2025-10-28,2025-10-28,96.485,96.48,-0.06499999999999773,-0.06732263076126124,-0.05,-0.052000000000000005,96.485,97.125,96.48,96.485,96.485,4990,5010,888966960,IBX2025,2025-11-01,2025-10-28,2025-10-28T05:46:20Z,3.5150000000000006
2025-12-29,2025-10-28,2025-10-28,96.555,96.545,-0.07500000000000284,-0.07762368039743618,-0.05,-0.052000000000000005,96.545,97.19,96.51,96.545,96.55,1007,1027,895208763,IBZ2025,2025-12-01,2025-10-28,2025-10-28T05:46:20Z,3.4549999999999983
2026-01-28,2025-10-28,2025-10-28,96.58,96.56,-0.0799999999999983,-0.08277717419421418,-0.045,-0.047,96.565,97.105,96.61500000000001,96.565,96.57000000000001,4,4,919010878,IBF2026,2026-01-01,2025-10-28,2025-10-28T05:46:20Z,3.4350000000000023
2026-02-25,2025-10-24,2025-10-28,96.67,96.65,-0.029999999999986926,-0.031006149552981165,-0.01,-0.01,96.72500000000001,97.065,96.72500000000001,96.72500000000001,96.66,0,0,928464846,IBG2026,2026-02-01,2025-10-28,2025-10-28T05:46:20Z,3.3400000000000034
2026-03-29,2025-10-10,2025-10-28,96.69,96.68,-0.17499999999999716,-0.18082248398429135,-0.01,-0.01,96.605,97.105,96.605,96.605,96.685,0,0,935346173,IBH2026,2026-03-01,2025-10-28,2025-10-28T05:46:20Z,3.3149999999999977
2026-04-28,2025-10-01,2025-10-28,96.73,96.7,-0.1700000000000017,-0.17560169403987366,-0.01,-0.01,96.64,96.925,96.635,96.64,96.715,0,0,941648808,IBJ2026,2026-04-01,2025-10-28,2025-10-28T05:46:20Z,3.2849999999999966
2026-05-27,2025-10-14,2025-10-28,96.785,96.755,-0.1599999999999966,-0.1651698152162657,-0.005,-0.005,96.71000000000001,97.015,96.71000000000001,96.71000000000001,96.77,0,0,949242588,IBK2026,2026-05-01,2025-10-28,2025-10-28T05:46:20Z,3.230000000000004
2026-06-28,2025-07-21,2025-10-28,96.79,96.765,0.09500000000001307,0.09805945499588468,NA,NA,96.97500000000001,96.97500000000001,NA,96.97500000000001,96.78,0,0,955528239,IBM2026,2026-06-01,2025-10-28,2025-10-28T05:46:20Z,3.219999999999999
2026-07-29,NA,2025-10-28,96.8,96.77,NA,0,NA,NA,NA,NA,NA,NA,96.785,0,0,962344067,IBN2026,2026-07-01,2025-10-28,2025-10-28T05:46:20Z,NA
2026-08-29,NA,2025-10-28,96.8,96.77,NA,0,NA,NA,NA,NA,NA,NA,96.785,0,0,969160575,IBQ2026,2026-08-01,2025-10-28,2025-10-28T05:46:20Z,NA
2026-09-28,2025-10-23,2025-10-28,96.8,96.77,-0.014999999999986358,-0.015483071841439263,-0.01,-0.01,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,96.785,0,0,976225343,IBU2026,2026-09-01,2025-10-28,2025-10-28T05:46:20Z,3.2150000000000034
2026-10-28,2025-10-23,2025-10-28,96.8,96.77,-0.014999999999986358,-0.015483071841439263,-0.01,-0.01,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,96.785,0,0,983956682,IBV2026,2026-10-01,2025-10-28,2025-10-28T05:46:20Z,3.2150000000000034
2026-11-28,2025-10-23,2025-10-28,96.795,96.765,-0.014999999999986358,-0.015483071841439263,-0.01,-0.01,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,96.78,0,0,990482019,IBX2026,2026-11-01,2025-10-28,2025-10-28T05:46:20Z,3.219999999999999
2026-12-29,2025-10-23,2025-10-28,96.785,96.755,-0.009999999999990905,-0.010322580645151902,-0.005,-0.005,96.86500000000001,96.86500000000001,96.86500000000001,96.86500000000001,96.77,0,0,996839036,IBZ2026,2026-12-01,2025-10-28,2025-10-28T05:46:20Z,3.230000000000004
2027-01-27,NA,2025-10-28,96.785,96.755,NA,0,NA,NA,NA,NA,NA,NA,96.77,0,0,1004041830,IBF2027,2027-01-01,2025-10-28,2025-10-28T05:46:20Z,NA
2027-02-24,NA,2025-10-28,96.77,96.74000000000001,NA,0,NA,NA,NA,NA,NA,NA,96.755,0,0,1010033436,IBG2027,2027-02-01,2025-10-28,2025-10-28T05:46:20Z,NA
2027-03-29,NA,2025-10-28,96.76,96.73,NA,0,NA,NA,NA,NA,NA,NA,96.745,0,0,1016946091,IBH2027,2027-03-01,2025-10-28,2025-10-28T05:46:20Z,NA
