date,cash_rate,scrape_date,scrape_time
2025-05-01,3.9950000000000045,2025-05-07,2025-05-08T05:19:26Z
2025-06-01,3.825000000000003,2025-05-07,2025-05-08T05:19:26Z
2025-07-01,3.7099999999999937,2025-05-07,2025-05-08T05:19:26Z
2025-08-01,3.5049999999999955,2025-05-07,2025-05-08T05:19:26Z
2025-09-01,3.424999999999997,2025-05-07,2025-05-08T05:19:26Z
2025-10-01,3.280000000000001,2025-05-07,2025-05-08T05:19:26Z
2025-11-01,3.1200000000000045,2025-05-07,2025-05-08T05:19:26Z
2025-12-01,3,2025-05-07,2025-05-08T05:19:26Z
2026-01-01,3.0049999999999955,2025-05-07,2025-05-08T05:19:26Z
2026-02-01,3.0249999999999915,2025-05-07,2025-05-08T05:19:26Z
2026-03-01,NA,2025-05-07,2025-05-08T05:19:26Z
2026-04-01,NA,2025-05-07,2025-05-08T05:19:26Z
2026-05-01,NA,2025-05-07,2025-05-08T05:19:26Z
2026-06-01,NA,2025-05-07,2025-05-08T05:19:26Z
2026-07-01,NA,2025-05-07,2025-05-08T05:19:26Z
2026-08-01,NA,2025-05-07,2025-05-08T05:19:26Z
2026-09-01,NA,2025-05-07,2025-05-08T05:19:26Z
2026-10-01,NA,2025-05-07,2025-05-08T05:19:26Z
