dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate,cash_rate_PreviousSettlement
2026-02-25,2026-02-25,2026-02-25,96.18,96.175,-0.005000000000009663,-0.005198585984622232,-0.005,-0.005,96.175,97.065,96.175,96.175,96.18,260,260,928464846,IBG2026,2026-02-01,2026-02-25,2026-02-26T04:47:52Z,3.825000000000003,3.819999999999993
2026-03-29,2026-02-26,2026-02-25,96.14,96.135,0.0049999999999954525,0.005201019399797631,0.005,0.005,96.14,97.105,96.125,96.14,96.135,1324,1324,935346173,IBH2026,2026-03-01,2026-02-25,2026-02-26T04:47:52Z,3.8599999999999994,3.864999999999995
2026-04-28,2026-02-26,2026-02-25,96.13,96.12,0.0049999999999954525,0.005201831044522942,0.015,0.016,96.125,96.925,96.08500000000001,96.125,96.11,2344,2344,941648808,IBJ2026,2026-04-01,2026-02-25,2026-02-26T04:47:52Z,3.875,3.8900000000000006
2026-05-27,2026-02-25,2026-02-25,95.97500000000001,95.95,-0.009999999999990905,-0.010419922892561119,-0.015,-0.016,95.96000000000001,97.015,95.96000000000001,95.96000000000001,95.95,51,51,949242588,IBK2026,2026-05-01,2026-02-25,2026-02-26T04:47:52Z,4.039999999999992,4.049999999999997
2026-06-28,2026-02-23,2026-02-25,95.935,95.91,0.020000000000010232,0.020849622100610095,0.015,0.016,95.94500000000001,96.97500000000001,95.92,95.94500000000001,95.915,0,0,955528239,IBM2026,2026-06-01,2026-02-25,2026-02-26T04:47:52Z,4.084999999999994,4.084999999999994
2026-07-29,2026-02-24,2026-02-25,95.92,95.895,0.015000000000000568,0.0156404775559153,-0.005,-0.005,95.92,96.075,95.92,95.92,95.895,50,50,962344067,IBN2026,2026-07-01,2026-02-25,2026-02-26T04:47:52Z,4.105000000000004,4.105000000000004
2026-08-29,2025-12-09,2026-02-25,95.85000000000001,95.82000000000001,0.23999999999999488,0.2504565614401199,-0.105,-0.109,96.065,96.15,96.065,96.065,95.815,0,0,969160575,IBQ2026,2026-08-01,2026-02-25,2026-02-26T04:47:52Z,4.185000000000002,4.185000000000002
2026-09-28,2026-01-12,2026-02-25,95.81,95.78,0.3400000000000034,0.35496163282351456,0.02,0.021,96.125,96.86500000000001,96.11500000000001,96.125,95.775,0,0,976225343,IBU2026,2026-09-01,2026-02-25,2026-02-26T04:47:52Z,4.224999999999994,4.224999999999994
2026-10-28,2025-12-16,2026-02-25,95.805,95.775,0.2950000000000017,0.3079814167145187,-0.035,-0.036000000000000004,96.08,96.86500000000001,96.08,96.08,95.77,0,0,983956682,IBV2026,2026-10-01,2026-02-25,2026-02-26T04:47:52Z,4.230000000000004,4.230000000000004
2026-11-28,2025-12-09,2026-02-25,95.775,95.745,0.28000000000000114,0.29244346963288015,-0.055,-0.057,96.025,96.86500000000001,96.025,96.025,95.75,0,0,990482019,IBX2026,2026-11-01,2026-02-25,2026-02-26T04:47:52Z,4.25,4.25
2026-12-29,2026-02-25,2026-02-25,95.78,95.75,0,0,-0.05,-0.052000000000000005,95.75,96.86500000000001,95.75,95.75,95.75,25,25,996839036,IBZ2026,2026-12-01,2026-02-25,2026-02-26T04:47:52Z,4.25,4.25
2027-01-27,NA,2026-02-25,95.785,95.755,NA,0,NA,NA,NA,NA,NA,NA,95.76,0,0,1004041830,IBF2027,2027-01-01,2026-02-25,2026-02-26T04:47:52Z,NA,4.239999999999995
2027-02-24,NA,2026-02-25,95.795,95.765,NA,0,NA,NA,NA,NA,NA,NA,95.765,0,0,1010033436,IBG2027,2027-02-01,2026-02-25,2026-02-26T04:47:52Z,NA,4.234999999999999
2027-03-29,NA,2026-02-25,95.805,95.775,NA,0,NA,NA,NA,NA,NA,NA,95.775,0,0,1016946091,IBH2027,2027-03-01,2026-02-25,2026-02-26T04:47:52Z,NA,4.224999999999994
2027-04-28,NA,2026-02-25,95.825,95.795,NA,0,NA,NA,NA,NA,NA,NA,95.79,0,0,1026315950,IBJ2027,2027-04-01,2026-02-25,2026-02-26T04:47:52Z,NA,4.209999999999994
2027-05-29,NA,2026-02-25,95.84,95.81,NA,0,NA,NA,NA,NA,NA,NA,95.805,0,0,1033478754,IBK2027,2027-05-01,2026-02-25,2026-02-26T04:47:52Z,NA,4.194999999999993
2027-06-28,NA,2026-02-25,95.845,95.815,NA,0,NA,NA,NA,NA,NA,NA,95.81,0,0,1041047069,IBM2027,2027-06-01,2026-02-25,2026-02-26T04:47:52Z,NA,4.189999999999998
2027-07-28,NA,2026-02-25,95.855,95.825,NA,0,NA,NA,NA,NA,NA,NA,95.82000000000001,0,0,1048381155,IBN2027,2027-07-01,2026-02-25,2026-02-26T04:47:52Z,NA,4.179999999999993
