date,cash_rate,scrape_date,scrape_time
2025-06-01,3.8400000000000034,2025-06-04,2025-06-04T23:34:48Z
2025-07-01,3.674999999999997,2025-06-04,2025-06-04T23:34:48Z
2025-08-01,3.4749999999999943,2025-06-04,2025-06-04T23:34:48Z
2025-09-01,3.384999999999991,2025-06-04,2025-06-04T23:34:48Z
2025-10-01,3.2549999999999955,2025-06-04,2025-06-04T23:34:48Z
2025-11-01,3.105000000000004,2025-06-04,2025-06-04T23:34:48Z
2025-12-01,3.0549999999999926,2025-06-04,2025-06-04T23:34:48Z
2026-01-01,3.3400000000000034,2025-06-04,2025-06-04T23:34:48Z
2026-02-01,2.9399999999999977,2025-06-04,2025-06-04T23:34:48Z
2026-03-01,NA,2025-06-04,2025-06-04T23:34:48Z
2026-04-01,NA,2025-06-04,2025-06-04T23:34:48Z
2026-05-01,NA,2025-06-04,2025-06-04T23:34:48Z
2026-06-01,NA,2025-06-04,2025-06-04T23:34:48Z
2026-07-01,NA,2025-06-04,2025-06-04T23:34:48Z
2026-08-01,NA,2025-06-04,2025-06-04T23:34:48Z
2026-09-01,NA,2025-06-04,2025-06-04T23:34:48Z
2026-10-01,NA,2025-06-04,2025-06-04T23:34:48Z
2026-11-01,NA,2025-06-04,2025-06-04T23:34:48Z
