date,cash_rate,scrape_date,scrape_time
2025-05-01,4,2025-05-29,2025-05-30T06:38:10Z
2025-06-01,3.8349999999999937,2025-05-29,2025-05-30T06:38:10Z
2025-07-01,3.7049999999999983,2025-05-29,2025-05-30T06:38:10Z
2025-08-01,3.519999999999996,2025-05-29,2025-05-30T06:38:10Z
2025-09-01,3.405000000000001,2025-05-29,2025-05-30T06:38:10Z
2025-10-01,3.3499999999999943,2025-05-29,2025-05-30T06:38:10Z
2025-11-01,3.174999999999997,2025-05-29,2025-05-30T06:38:10Z
2025-12-01,3.0849999999999937,2025-05-29,2025-05-30T06:38:10Z
2026-01-01,3.3400000000000034,2025-05-29,2025-05-30T06:38:10Z
2026-02-01,3.0150000000000006,2025-05-29,2025-05-30T06:38:10Z
2026-03-01,NA,2025-05-29,2025-05-30T06:38:10Z
2026-04-01,NA,2025-05-29,2025-05-30T06:38:10Z
2026-05-01,NA,2025-05-29,2025-05-30T06:38:10Z
2026-06-01,NA,2025-05-29,2025-05-30T06:38:10Z
2026-07-01,NA,2025-05-29,2025-05-30T06:38:10Z
2026-08-01,NA,2025-05-29,2025-05-30T06:38:10Z
2026-09-01,NA,2025-05-29,2025-05-30T06:38:10Z
2026-10-01,NA,2025-05-29,2025-05-30T06:38:10Z
