date,cash_rate,scrape_date,scrape_time
2025-06-01,3.8400000000000034,2025-06-27,2025-06-30T04:41:36Z
2025-07-01,3.664999999999992,2025-06-27,2025-06-30T04:41:36Z
2025-08-01,3.4749999999999943,2025-06-27,2025-06-30T04:41:36Z
2025-09-01,3.384999999999991,2025-06-27,2025-06-30T04:41:36Z
2025-10-01,3.2849999999999966,2025-06-27,2025-06-30T04:41:36Z
2025-11-01,3.134999999999991,2025-06-27,2025-06-30T04:41:36Z
2025-12-01,3.030000000000001,2025-06-27,2025-06-30T04:41:36Z
2026-01-01,3.105000000000004,2025-06-27,2025-06-30T04:41:36Z
2026-02-01,2.9350000000000023,2025-06-27,2025-06-30T04:41:36Z
2026-03-01,2.8999999999999915,2025-06-27,2025-06-30T04:41:36Z
2026-04-01,NA,2025-06-27,2025-06-30T04:41:36Z
2026-05-01,NA,2025-06-27,2025-06-30T04:41:36Z
2026-06-01,NA,2025-06-27,2025-06-30T04:41:36Z
2026-07-01,NA,2025-06-27,2025-06-30T04:41:36Z
2026-08-01,NA,2025-06-27,2025-06-30T04:41:36Z
2026-09-01,NA,2025-06-27,2025-06-30T04:41:36Z
2026-10-01,NA,2025-06-27,2025-06-30T04:41:36Z
2026-11-01,NA,2025-06-27,2025-06-30T04:41:36Z
