dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-11-26,2025-11-12,2025-11-11,96.405,96.4,0,0,-0.005,-0.005,96.4,97.125,96.4,96.4,96.405,2,2,888966960,IBX2025,2025-11-01,2025-11-11,2025-11-12T05:39:50Z,3.5999999999999943
2025-12-29,2025-11-11,2025-11-11,96.425,96.42,-0.005000000000009663,-0.005185108368774928,0,0,96.425,97.19,96.415,96.425,96.425,139,139,895208763,IBZ2025,2025-12-01,2025-11-11,2025-11-12T05:39:50Z,3.575000000000003
2026-01-28,2025-11-11,2025-11-11,96.43,96.425,-0.0049999999999954525,-0.005184839529211855,-0.005,-0.005,96.43,97.105,96.43,96.43,96.425,50,50,919010878,IBF2026,2026-01-01,2025-11-11,2025-11-12T05:39:50Z,3.569999999999993
2026-02-25,2025-11-12,2025-11-11,96.48,96.46000000000001,-0.01999999999999602,-0.020724314802337725,0.015,0.016,96.485,97.065,96.47,96.485,96.47,2,2,928464846,IBG2026,2026-02-01,2025-11-11,2025-11-12T05:39:50Z,3.5150000000000006
2026-03-29,2025-11-11,2025-11-11,96.495,96.485,-0.03999999999999204,-0.04143789495492804,0,0,96.49000000000001,97.105,96.48,96.49000000000001,96.48,30,30,935346173,IBH2026,2026-03-01,2025-11-11,2025-11-12T05:39:50Z,3.509999999999991
2026-04-28,2025-11-12,2025-11-11,96.515,96.49000000000001,-0.045000000000001705,-0.04660797514241503,0.005,0.005,96.505,96.925,96.525,96.505,96.5,65,65,941648808,IBJ2026,2026-04-01,2025-11-11,2025-11-12T05:39:50Z,3.4950000000000045
2026-05-27,2025-10-30,2025-11-11,96.565,96.535,0.005000000000009663,0.005176251358775986,-0.03,-0.031,96.60000000000001,97.015,96.60000000000001,96.60000000000001,96.55,0,0,949242588,IBK2026,2026-05-01,2025-11-11,2025-11-12T05:39:50Z,3.450000000000003
2026-06-28,2025-07-21,2025-11-11,96.565,96.545,0.37000000000000455,0.383002950157864,NA,NA,96.97500000000001,96.97500000000001,NA,96.97500000000001,96.555,0,0,955528239,IBM2026,2026-06-01,2025-11-11,2025-11-12T05:39:50Z,3.444999999999993
2026-07-29,NA,2025-11-11,96.58,96.55,NA,0,NA,NA,NA,NA,NA,NA,96.56,0,0,962344067,IBN2026,2026-07-01,2025-11-11,2025-11-12T05:39:50Z,NA
2026-08-29,NA,2025-11-11,96.58500000000001,96.555,NA,0,NA,NA,NA,NA,NA,NA,96.565,0,0,969160575,IBQ2026,2026-08-01,2025-11-11,2025-11-12T05:39:50Z,NA
2026-09-28,2025-11-04,2025-11-11,96.58500000000001,96.555,-0.03499999999999659,-0.03622250970245443,-0.02,-0.021,96.59,96.86500000000001,96.59,96.59,96.565,0,0,976225343,IBU2026,2026-09-01,2025-11-11,2025-11-12T05:39:50Z,3.4350000000000023
2026-10-28,2025-11-04,2025-11-11,96.58,96.55,-0.045000000000001705,-0.04657179818887628,-0.035,-0.036000000000000004,96.58,96.86500000000001,96.58,96.58,96.56,0,0,983956682,IBV2026,2026-10-01,2025-11-11,2025-11-12T05:39:50Z,3.4399999999999977
2026-11-28,2025-11-04,2025-11-11,96.57000000000001,96.54,-0.04000000000000625,-0.04139929621197087,-0.03,-0.031,96.58,96.86500000000001,96.58,96.58,96.555,0,0,990482019,IBX2026,2026-11-01,2025-11-11,2025-11-12T05:39:50Z,3.444999999999993
2026-12-29,2025-11-04,2025-11-11,96.56,96.53,0,0,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.545,0,0,996839036,IBZ2026,2026-12-01,2025-11-11,2025-11-12T05:39:50Z,3.4549999999999983
2027-01-27,NA,2025-11-11,96.555,96.525,NA,0,NA,NA,NA,NA,NA,NA,96.54,0,0,1004041830,IBF2027,2027-01-01,2025-11-11,2025-11-12T05:39:50Z,NA
2027-02-24,NA,2025-11-11,96.54,96.51,NA,0,NA,NA,NA,NA,NA,NA,96.525,0,0,1010033436,IBG2027,2027-02-01,2025-11-11,2025-11-12T05:39:50Z,NA
2027-03-29,NA,2025-11-11,96.53,96.5,NA,0,NA,NA,NA,NA,NA,NA,96.515,0,0,1016946091,IBH2027,2027-03-01,2025-11-11,2025-11-12T05:39:50Z,NA
2027-04-28,NA,2025-11-11,96.52,96.49000000000001,NA,0,NA,NA,NA,NA,NA,NA,96.505,0,0,1026315950,IBJ2027,2027-04-01,2025-11-11,2025-11-12T05:39:50Z,NA
